emaFast,emaSlow,stLen,stMult,stRsiLen,volLen,volMult,minScore,minBars,2024_n,2024_wr,2024_pnl,2024_pf,2024_avgW,2024_avgL,2024_maxDD,2024_score,2025_n,2025_wr,2025_pnl,2025_pf,2025_avgW,2025_avgL,2025_maxDD,2025_score,2026_n,2026_wr,2026_pnl,2026_pf,2026_avgW,2026_avgL,2026_maxDD,2026_score,total_score,total_pnl
9,34,7,3.0,10,20,1.5,5,5,432,55.8,10.37,1.02,2.026,-2.503,-58.82,0.2759,395,51.9,-95.65,0.82,2.059,-2.725,-128.78,-0.9127,192,57.8,29.95,1.17,1.859,-2.178,-15.78,3.2947,2.6579,-55.33
9,34,7,2.0,10,14,1.2,5,3,518,55.0,1.17,1.0,2.058,-2.512,-77.76,0.023,463,53.3,-83.8,0.86,2.058,-2.742,-129.6,-0.8448,221,58.8,34.87,1.17,1.825,-2.224,-17.68,3.4752,2.6534,-47.76
9,34,7,3.0,10,20,1.2,6,5,98,58.2,20.02,1.19,2.183,-2.547,-13.25,2.6493,74,56.8,8.11,1.09,2.248,-2.697,-23.46,0.5686,37,45.9,-14.86,0.65,1.65,-2.146,-24.1,-0.5649,2.6530000000000005,13.27
9,34,10,3.0,10,20,1.2,6,5,99,57.6,19.27,1.18,2.2,-2.527,-13.25,2.5192,72,56.9,9.24,1.11,2.271,-2.706,-23.37,0.6603,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,2.625,14.829999999999998
13,34,7,3.0,10,20,1.5,5,3,469,56.3,32.09,1.06,2.083,-2.526,-47.4,1.1005,423,51.3,-93.72,0.83,2.157,-2.727,-116.01,-1.0097,210,58.6,30.43,1.16,1.803,-2.199,-21.08,2.5324,2.6231999999999998,-31.199999999999996
9,34,10,2.0,14,14,1.5,5,5,445,55.3,4.17,1.01,2.016,-2.472,-67.44,0.0953,400,54.2,-41.44,0.92,2.086,-2.7,-111.44,-0.5209,187,58.3,29.33,1.17,1.869,-2.236,-16.8,3.0474,2.6218,-7.939999999999998
9,21,14,3.0,10,14,1.5,4,5,623,58.6,62.21,1.1,1.963,-2.536,-45.69,2.3139,619,52.3,-154.65,0.81,2.028,-2.751,-192.3,-0.9866,289,57.8,25.1,1.09,1.789,-2.243,-32.55,1.2888,2.6160999999999994,-67.34
13,34,7,3.0,14,14,1.2,4,5,616,57.8,50.7,1.08,1.984,-2.521,-74.82,1.1368,618,50.3,-210.34,0.75,2.011,-2.723,-231.54,-1.0176,281,58.4,29.43,1.11,1.773,-2.234,-19.98,2.4716,2.5907999999999998,-130.20999999999998
13,21,10,3.0,10,20,1.5,5,5,438,56.4,25.51,1.05,2.037,-2.501,-58.62,0.7048,394,51.3,-99.4,0.81,2.082,-2.709,-139.11,-0.8681,193,57.5,27.54,1.15,1.86,-2.182,-17.22,2.7462,2.5829,-46.35
13,34,10,2.0,14,14,1.5,5,3,465,56.1,26.83,1.05,2.061,-2.505,-56.55,0.7659,414,53.4,-40.27,0.92,2.182,-2.707,-120.15,-0.4705,201,57.7,23.97,1.12,1.867,-2.266,-17.6,2.2861,2.5814999999999997,10.529999999999994
13,21,10,2.0,10,20,1.5,6,3,86,60.5,24.2,1.28,2.101,-2.502,-17.28,2.7282,57,56.1,4.13,1.06,2.238,-2.7,-23.55,0.2786,27,51.9,-5.59,0.81,1.66,-2.218,-15.06,-0.4264,2.5804,22.74
13,34,10,3.0,14,14,1.5,5,5,437,55.8,32.1,1.07,2.094,-2.481,-40.61,1.2828,392,52.6,-73.77,0.85,2.091,-2.713,-116.95,-0.8146,192,58.3,30.54,1.17,1.853,-2.212,-26.07,2.0943,2.5625,-11.129999999999995
9,21,14,3.0,10,20,1.2,4,5,625,58.2,58.88,1.09,1.981,-2.537,-47.17,2.1061,624,53.0,-141.23,0.82,2.0,-2.741,-186.04,-0.9524,292,57.9,26.09,1.09,1.78,-2.234,-31.16,1.402,2.5557,-56.25999999999999
13,34,7,2.0,14,14,1.5,5,3,462,56.3,32.49,1.06,2.073,-2.507,-52.29,1.0138,411,53.5,-40.07,0.92,2.174,-2.714,-114.01,-0.4936,201,57.7,21.93,1.11,1.848,-2.264,-18.05,2.0219,2.5421,14.350000000000001
9,34,10,2.0,10,20,1.5,6,5,82,59.8,20.65,1.25,2.105,-2.5,-17.28,2.2563,54,57.4,8.62,1.14,2.27,-2.685,-19.08,0.7702,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,2.5414,21.189999999999998
13,34,10,2.0,10,20,1.2,5,3,494,56.3,33.55,1.06,2.075,-2.516,-62.11,0.8821,442,54.1,-44.98,0.92,2.136,-2.736,-98.73,-0.6386,215,57.7,30.64,1.15,1.883,-2.229,-23.28,2.2902,2.5337,19.21
13,34,10,3.0,14,20,1.5,6,3,87,56.3,14.23,1.15,2.228,-2.498,-26.07,0.9454,61,60.7,17.01,1.26,2.226,-2.723,-16.21,2.0012,21,47.6,-7.49,0.7,1.708,-2.234,-17.34,-0.419,2.5276,23.75
13,34,10,3.0,10,20,1.2,4,5,625,56.6,22.3,1.03,1.994,-2.522,-89.98,0.3964,619,51.2,-158.24,0.81,2.097,-2.725,-183.01,-1.0503,286,59.4,42.45,1.17,1.762,-2.216,-23.83,3.1759,2.522,-93.49
9,34,10,2.0,14,20,1.2,5,5,461,54.2,-11.58,0.98,2.05,-2.484,-60.14,-0.2857,411,54.3,-57.35,0.89,2.013,-2.693,-110.97,-0.7006,193,59.1,37.99,1.22,1.874,-2.224,-19.97,3.5046,2.5183,-30.940000000000005
9,21,7,3.0,10,20,1.2,6,3,99,58.6,18.99,1.18,2.128,-2.547,-13.25,2.4986,74,56.8,9.13,1.11,2.261,-2.682,-26.92,0.567,36,47.2,-12.65,0.69,1.65,-2.142,-21.89,-0.5608,2.5048,15.469999999999997
9,21,10,3.0,14,20,1.5,6,5,81,56.8,7.05,1.08,2.055,-2.5,-28.1,0.4102,55,60.0,17.68,1.29,2.354,-2.727,-13.78,2.4782,20,50.0,-4.97,0.77,1.708,-2.205,-13.95,-0.3859,2.5025000000000004,19.76
9,21,10,3.0,10,14,1.2,6,5,99,56.6,20.68,1.19,2.284,-2.493,-14.66,2.4668,70,57.1,5.79,1.07,2.15,-2.674,-18.11,0.5102,36,47.2,-10.5,0.74,1.795,-2.159,-22.07,-0.4987,2.4783000000000004,15.969999999999999
9,34,14,2.0,14,14,1.5,5,5,438,55.5,11.7,1.02,2.032,-2.472,-64.03,0.2866,399,54.4,-41.97,0.91,2.072,-2.702,-112.13,-0.5238,188,58.0,26.58,1.15,1.867,-2.24,-16.8,2.714,2.4768,-3.6900000000000013
9,21,10,2.0,14,14,1.2,5,5,488,55.7,12.2,1.02,2.02,-2.487,-60.2,0.3176,443,53.7,-78.94,0.86,1.997,-2.704,-135.59,-0.7619,209,57.4,31.32,1.16,1.908,-2.22,-18.58,2.9179,2.4736,-35.419999999999995
13,34,14,2.0,10,20,1.5,5,3,465,55.9,22.91,1.04,2.077,-2.523,-62.24,0.5899,414,55.3,-14.96,0.97,2.137,-2.726,-88.91,-0.2507,204,57.4,26.43,1.14,1.875,-2.217,-21.29,2.1213,2.4605,34.379999999999995
13,34,10,2.0,10,20,1.5,6,3,83,60.2,21.82,1.26,2.087,-2.5,-17.28,2.4184,53,56.6,6.9,1.11,2.31,-2.713,-21.87,0.525,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,2.4583,20.64
9,34,10,2.0,10,14,1.5,5,5,444,52.9,-40.7,0.92,2.036,-2.484,-92.34,-0.6145,412,53.9,-61.63,0.88,2.048,-2.717,-115.67,-0.7159,189,59.3,37.42,1.22,1.843,-2.195,-18.32,3.7687,2.4383,-64.91000000000001
13,34,14,3.0,10,14,1.2,6,3,105,56.2,25.58,1.22,2.378,-2.494,-19.46,2.3879,72,56.9,6.81,1.08,2.2,-2.69,-19.49,0.5645,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,2.4343,19.67
13,21,10,3.0,10,14,1.2,5,3,524,55.9,30.02,1.05,2.079,-2.507,-76.8,0.6327,468,48.7,-155.03,0.76,2.174,-2.711,-179.88,-0.9709,227,59.5,29.59,1.15,1.73,-2.217,-18.56,2.7621,2.4239,-95.42
9,34,10,3.0,10,14,1.2,6,5,101,56.4,24.93,1.23,2.362,-2.493,-17.16,2.636,72,56.9,3.9,1.05,2.124,-2.683,-19.99,0.3055,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,2.4234,16.11
13,21,7,2.0,10,20,1.2,5,5,468,55.6,9.37,1.02,2.041,-2.506,-59.54,0.2451,421,53.0,-83.1,0.85,2.037,-2.714,-116.49,-0.9146,202,57.9,27.09,1.15,1.825,-2.194,-14.85,3.0909,2.4214,-46.639999999999986
9,21,7,3.0,10,14,1.2,6,3,102,56.9,21.91,1.2,2.287,-2.516,-12.59,3.0307,73,54.8,-1.95,0.98,2.152,-2.668,-25.93,-0.1097,38,47.4,-11.68,0.73,1.743,-2.152,-24.11,-0.4996,2.4213999999999998,8.280000000000001
13,34,14,3.0,14,14,1.5,5,3,465,55.9,48.94,1.1,2.158,-2.498,-43.47,1.8799,423,53.0,-65.23,0.88,2.135,-2.731,-100.99,-0.8608,212,56.6,20.61,1.1,1.868,-2.212,-24.43,1.3976,2.4166999999999996,4.319999999999993
9,21,7,3.0,14,20,1.2,5,5,473,57.5,44.78,1.09,2.015,-2.504,-37.43,1.9984,413,50.8,-112.58,0.8,2.079,-2.705,-140.05,-0.9572,207,57.0,23.97,1.12,1.848,-2.181,-29.82,1.3718,2.413,-43.83
9,34,10,3.0,10,14,1.2,5,3,523,55.4,16.18,1.03,2.06,-2.495,-78.53,0.3251,467,49.5,-142.92,0.78,2.16,-2.72,-168.04,-0.9823,226,59.3,28.87,1.14,1.734,-2.212,-16.11,3.0696,2.4124,-97.86999999999998
9,34,10,3.0,10,20,1.5,5,5,435,55.6,13.17,1.03,2.043,-2.493,-61.21,0.3385,394,52.0,-90.48,0.82,2.069,-2.723,-130.46,-0.8625,191,57.6,26.88,1.15,1.849,-2.179,-15.65,2.9322,2.4082,-50.43000000000001
13,21,7,3.0,10,20,1.5,4,5,626,56.9,32.71,1.05,2.01,-2.53,-86.22,0.6165,621,52.7,-158.29,0.8,1.993,-2.755,-188.28,-1.0271,283,59.4,40.2,1.16,1.767,-2.231,-25.32,2.8154,2.4048,-85.37999999999998
13,21,7,3.0,14,20,1.2,4,5,625,56.8,32.18,1.05,2.007,-2.52,-82.39,0.6337,623,52.2,-171.78,0.79,1.971,-2.726,-193.12,-1.0618,280,58.9,39.95,1.16,1.798,-2.233,-24.92,2.8306,2.4025,-99.64999999999999
13,34,7,3.0,10,14,1.5,6,5,77,59.7,24.63,1.32,2.23,-2.514,-18.75,2.6215,62,54.8,4.32,1.06,2.305,-2.645,-21.82,0.3102,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,2.4022,18.63
9,34,10,3.0,10,14,1.5,5,5,441,54.4,0.08,1.0,2.073,-2.475,-80.6,0.0014,406,51.0,-111.6,0.79,2.074,-2.718,-149.86,-0.8865,198,58.6,30.31,1.17,1.804,-2.182,-16.15,3.2779,2.3928,-81.21
9,21,7,3.0,10,14,1.5,4,5,627,58.4,62.54,1.09,1.979,-2.535,-51.65,2.059,624,52.6,-156.32,0.81,2.002,-2.746,-188.38,-1.0171,288,58.3,27.49,1.1,1.772,-2.252,-34.5,1.3505,2.3924000000000003,-66.29
13,34,7,3.0,14,14,1.5,5,5,434,56.2,29.94,1.06,2.062,-2.491,-38.25,1.2669,395,51.6,-93.53,0.82,2.088,-2.719,-128.23,-0.8999,194,58.2,29.58,1.17,1.846,-2.21,-26.07,2.0147,2.3817,-34.010000000000005
9,34,10,2.0,10,20,1.5,6,3,83,60.2,21.82,1.26,2.087,-2.5,-17.28,2.4184,55,56.4,5.63,1.09,2.27,-2.698,-20.8,0.4391,28,50.0,-8.08,0.74,1.66,-2.238,-17.55,-0.4851,2.3724,19.369999999999997
13,21,10,3.0,10,14,1.2,6,5,100,56.0,20.39,1.19,2.323,-2.493,-17.16,2.0773,72,58.3,8.09,1.1,2.103,-2.674,-16.94,0.7862,36,47.2,-10.5,0.74,1.795,-2.159,-22.07,-0.4987,2.3648000000000002,17.98
13,21,10,3.0,14,20,1.2,4,5,624,56.4,16.26,1.02,1.997,-2.524,-77.38,0.3323,625,52.8,-154.89,0.81,1.975,-2.734,-186.23,-1.0213,277,58.5,37.27,1.15,1.812,-2.229,-21.16,3.0523,2.3632999999999997,-101.35999999999999
9,34,14,3.0,10,14,1.2,5,3,516,55.0,21.7,1.04,2.114,-2.494,-73.98,0.4656,468,50.0,-134.75,0.79,2.146,-2.722,-159.26,-0.9944,225,58.7,31.52,1.15,1.796,-2.21,-19.07,2.8739,2.3451,-81.53
9,34,10,3.0,10,20,1.2,6,3,101,57.4,18.14,1.17,2.183,-2.522,-14.22,2.1896,74,56.8,9.72,1.11,2.3,-2.715,-22.89,0.7093,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,2.3444000000000003,14.18
13,34,7,3.0,10,14,1.5,6,3,78,60.3,25.8,1.33,2.207,-2.514,-18.75,2.7862,63,54.0,1.33,1.02,2.305,-2.656,-24.81,0.0809,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,2.3376,16.810000000000002
13,21,7,3.0,10,14,1.5,5,5,447,55.3,6.94,1.01,2.044,-2.49,-78.32,0.1378,409,49.9,-130.94,0.77,2.09,-2.719,-160.7,-0.9285,199,58.3,30.96,1.17,1.823,-2.175,-17.41,3.1192,2.3285,-93.03999999999999
13,34,7,3.0,14,20,1.2,4,5,624,57.5,44.34,1.07,1.977,-2.511,-83.4,0.8827,609,50.7,-174.36,0.79,2.069,-2.712,-194.58,-1.0559,282,58.2,32.68,1.12,1.797,-2.221,-22.24,2.501,2.3278,-97.34
9,21,7,2.0,10,20,1.5,5,5,459,55.6,-1.7,1.0,2.007,-2.517,-50.95,-0.0507,410,54.6,-49.46,0.9,2.032,-2.713,-97.38,-0.7012,195,57.9,26.91,1.15,1.825,-2.187,-14.89,3.0754,2.3235,-24.250000000000004
9,34,14,3.0,10,20,1.2,4,5,626,56.7,22.84,1.03,1.988,-2.519,-68.21,0.5344,618,51.6,-144.74,0.82,2.116,-2.741,-178.76,-1.0052,286,59.1,40.74,1.16,1.766,-2.203,-25.88,2.7916,2.3207999999999998,-81.16
13,21,14,3.0,10,20,1.5,5,5,435,56.8,36.46,1.08,2.053,-2.504,-50.79,1.1891,392,51.8,-89.43,0.83,2.082,-2.71,-124.68,-0.8915,193,56.5,23.67,1.13,1.898,-2.18,-19.69,2.0222,2.3198000000000003,-29.300000000000004
9,21,14,3.0,14,14,1.5,5,5,440,57.7,61.04,1.13,2.063,-2.489,-41.73,2.5503,402,51.7,-86.38,0.84,2.111,-2.709,-124.79,-0.8707,197,54.8,11.63,1.06,1.918,-2.197,-29.25,0.6304,2.31,-13.709999999999996
9,21,10,3.0,14,20,1.5,6,3,82,56.1,4.61,1.05,2.055,-2.498,-28.1,0.2601,55,60.0,17.68,1.29,2.354,-2.727,-13.78,2.4782,21,47.6,-7.36,0.7,1.708,-2.222,-16.35,-0.4377,2.3006,14.93
13,21,14,3.0,10,20,1.2,4,5,628,56.8,22.6,1.03,1.981,-2.527,-79.12,0.4571,619,52.7,-146.23,0.82,2.025,-2.752,-185.29,-0.9811,287,58.9,38.14,1.15,1.774,-2.217,-23.64,2.8171,2.2931,-85.49
9,34,14,3.0,14,20,1.5,5,5,431,55.7,18.6,1.04,2.068,-2.501,-51.18,0.5764,393,53.2,-69.62,0.86,2.037,-2.693,-108.34,-0.8384,185,56.8,28.3,1.16,1.939,-2.192,-19.18,2.5533,2.2913,-22.720000000000002
9,34,10,2.0,10,20,1.5,5,5,438,53.2,-40.11,0.92,2.034,-2.508,-84.54,-0.6622,399,54.9,-44.72,0.91,2.036,-2.726,-99.54,-0.6262,189,58.2,35.33,1.2,1.893,-2.188,-17.88,3.5657,2.2773000000000003,-49.5
13,21,7,3.0,10,20,1.5,5,5,438,56.6,21.72,1.05,2.009,-2.508,-57.21,0.611,394,51.5,-98.67,0.81,2.068,-2.714,-131.63,-0.9127,194,57.2,28.13,1.16,1.879,-2.174,-18.87,2.5732,2.2715,-48.82000000000001
13,34,14,2.0,10,20,1.2,6,5,100,56.0,5.06,1.05,2.086,-2.54,-20.89,0.377,69,59.4,22.25,1.29,2.406,-2.729,-17.96,2.4148,34,44.1,-15.28,0.63,1.749,-2.185,-24.52,-0.5453,2.2465,12.03
9,34,14,2.0,14,20,1.2,5,5,456,54.6,-1.81,1.0,2.057,-2.483,-47.55,-0.0575,410,54.9,-49.69,0.9,1.995,-2.695,-106.13,-0.6467,194,58.8,32.9,1.18,1.851,-2.227,-19.97,2.9506,2.2464,-18.6
13,21,7,3.0,10,14,1.5,6,5,77,59.7,24.63,1.32,2.23,-2.514,-18.75,2.6215,62,54.8,1.83,1.02,2.214,-2.623,-23.2,0.1203,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,2.2405,18.35
13,21,10,3.0,14,14,1.5,4,5,616,57.0,33.01,1.05,2.001,-2.526,-68.26,0.7851,620,53.1,-146.07,0.82,1.982,-2.743,-171.9,-1.0565,275,58.2,33.65,1.13,1.821,-2.241,-23.04,2.5031,2.2317,-79.41
13,34,7,2.0,10,14,1.2,4,5,624,56.1,39.93,1.06,2.094,-2.529,-78.69,0.8272,616,52.8,-136.73,0.83,2.051,-2.761,-154.25,-1.1164,296,59.5,40.46,1.15,1.757,-2.24,-28.49,2.5172,2.2279999999999998,-56.33999999999998
9,21,10,3.0,14,14,1.2,5,5,476,58.0,59.27,1.12,2.019,-2.49,-41.84,2.4463,431,50.6,-130.53,0.77,2.042,-2.703,-162.95,-0.9271,210,56.2,14.64,1.07,1.846,-2.208,-33.69,0.7068,2.226,-56.61999999999999
13,21,7,3.0,10,14,1.5,6,3,78,60.3,25.8,1.33,2.207,-2.514,-18.75,2.7862,63,54.0,-1.15,0.98,2.214,-2.635,-26.19,-0.0643,31,48.4,-8.11,0.76,1.754,-2.151,-17.35,-0.5013,2.2206,16.540000000000003
9,34,7,3.0,14,20,1.2,4,5,621,57.8,56.02,1.09,1.989,-2.511,-71.01,1.3321,612,51.1,-167.17,0.79,2.071,-2.727,-188.24,-1.0614,280,57.5,28.68,1.11,1.814,-2.213,-24.72,1.948,2.2187,-82.46999999999997
9,34,7,3.0,14,20,1.5,4,3,718,54.9,-4.94,0.99,2.04,-2.497,-103.52,-0.0728,696,51.9,-142.42,0.85,2.16,-2.753,-178.01,-1.0217,327,57.5,38.92,1.13,1.858,-2.234,-19.83,3.3126,2.2181,-108.43999999999998
13,21,7,2.0,10,14,1.2,4,5,631,57.5,56.78,1.08,2.02,-2.525,-52.95,1.797,629,52.1,-151.8,0.82,2.075,-2.766,-172.8,-1.0865,306,57.5,24.4,1.08,1.777,-2.218,-26.95,1.4915,2.202,-70.62
13,21,10,2.0,14,14,1.2,5,5,478,55.0,4.47,1.01,2.052,-2.489,-54.97,0.1249,435,53.6,-77.92,0.86,2.006,-2.699,-142.48,-0.7147,202,57.9,33.81,1.18,1.904,-2.223,-21.61,2.7836,2.1938,-39.64
13,34,10,3.0,10,14,1.2,6,3,105,56.2,25.58,1.22,2.378,-2.494,-19.46,2.3879,73,56.2,4.03,1.05,2.2,-2.693,-19.49,0.322,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,2.1918,16.89
9,21,10,3.0,14,20,1.2,5,5,472,57.0,35.62,1.07,2.019,-2.5,-39.69,1.4706,415,50.8,-111.64,0.8,2.086,-2.705,-145.85,-0.9147,205,57.6,27.75,1.15,1.847,-2.187,-29.82,1.6252,2.1811,-48.27000000000001
13,21,14,3.0,14,20,1.5,5,5,434,56.2,23.75,1.05,2.048,-2.505,-55.37,0.6912,393,52.4,-79.11,0.84,2.049,-2.681,-117.11,-0.8598,186,56.5,28.55,1.16,1.963,-2.192,-21.1,2.346,2.1774,-26.81
9,21,14,3.0,14,20,1.5,5,5,437,56.8,32.87,1.07,2.047,-2.512,-45.09,1.1951,391,52.2,-79.46,0.84,2.075,-2.689,-116.18,-0.8687,189,56.1,25.28,1.14,1.956,-2.193,-23.27,1.851,2.1774,-21.309999999999995
9,34,14,3.0,14,14,1.2,4,5,615,57.4,43.81,1.07,1.996,-2.522,-64.79,1.1175,622,51.8,-171.67,0.79,2.026,-2.747,-190.56,-1.0767,276,57.6,27.95,1.11,1.811,-2.222,-21.88,2.1323,2.1731,-99.90999999999998
13,34,14,2.0,10,14,1.5,6,5,80,57.5,13.22,1.15,2.143,-2.511,-27.83,0.8339,61,59.0,17.82,1.27,2.342,-2.66,-18.36,1.8559,31,48.4,-8.99,0.74,1.749,-2.202,-18.23,-0.5167,2.1731,22.049999999999997
13,34,14,2.0,14,20,1.5,5,3,449,55.0,-3.59,0.99,2.043,-2.516,-60.54,-0.0899,408,53.7,-37.28,0.93,2.162,-2.702,-121.86,-0.4323,199,57.8,27.43,1.15,1.872,-2.236,-17.46,2.6869,2.1647,-13.440000000000005
9,34,7,3.0,10,20,1.5,4,5,623,57.0,36.07,1.05,2.008,-2.525,-60.16,0.9752,620,51.6,-168.95,0.8,2.051,-2.751,-193.94,-1.0449,285,58.6,35.3,1.14,1.774,-2.212,-27.78,2.2088,2.1391,-97.58
9,21,10,3.0,10,20,1.2,4,5,627,57.7,48.46,1.07,1.992,-2.538,-52.95,1.5189,626,52.6,-149.76,0.82,2.02,-2.741,-194.75,-0.9525,290,58.3,27.17,1.1,1.766,-2.242,-29.18,1.5673,2.1336999999999997,-74.12999999999998
9,34,10,3.0,14,20,1.2,5,5,464,55.8,20.01,1.04,2.043,-2.483,-49.18,0.6457,410,52.0,-94.36,0.82,2.048,-2.693,-125.07,-0.9351,202,58.4,31.47,1.17,1.825,-2.189,-23.11,2.4213,2.1319,-42.879999999999995
9,34,7,2.0,14,14,1.5,5,5,443,55.8,13.54,1.03,2.02,-2.477,-62.66,0.3405,398,54.3,-40.08,0.92,2.096,-2.708,-99.37,-0.5659,187,57.8,23.88,1.14,1.858,-2.238,-17.27,2.3405,2.1151,-2.66
9,21,10,2.0,14,20,1.5,5,5,457,54.9,-11.61,0.98,2.001,-2.495,-57.73,-0.2993,407,55.0,-35.57,0.93,2.04,-2.692,-104.09,-0.4869,193,58.0,31.46,1.17,1.886,-2.219,-19.16,2.8975,2.1113,-15.719999999999999
9,34,14,3.0,10,20,1.5,5,5,433,55.7,20.47,1.04,2.074,-2.497,-55.6,0.5871,392,52.6,-80.5,0.84,2.069,-2.725,-116.02,-0.8828,192,56.8,26.09,1.14,1.897,-2.177,-18.54,2.3951,2.0993999999999997,-33.94
9,21,10,3.0,10,20,1.2,6,3,99,57.6,13.89,1.13,2.103,-2.523,-13.37,1.7225,71,57.7,12.66,1.16,2.284,-2.699,-24.43,0.9085,34,47.1,-11.47,0.7,1.7,-2.148,-20.71,-0.5465,2.0845,15.08
13,34,10,3.0,14,20,1.2,4,5,620,57.1,31.77,1.05,1.981,-2.517,-79.67,0.6481,611,51.4,-159.37,0.8,2.059,-2.714,-179.58,-1.0719,278,58.6,40.18,1.16,1.813,-2.22,-28.5,2.5007,2.0769,-87.42000000000002
13,21,14,3.0,10,14,1.5,5,5,441,55.6,24.49,1.05,2.085,-2.481,-71.91,0.5489,407,50.9,-108.59,0.8,2.095,-2.711,-145.94,-0.8916,197,57.4,25.83,1.14,1.847,-2.177,-18.22,2.4127,2.0700000000000003,-58.27000000000001
9,21,7,3.0,14,14,1.2,5,5,479,58.2,61.29,1.12,2.012,-2.5,-42.02,2.5308,430,50.9,-126.65,0.78,2.028,-2.705,-152.32,-0.9701,212,55.7,10.77,1.05,1.846,-2.202,-33.69,0.5083,2.069,-54.59000000000002
9,21,14,3.0,10,20,1.2,5,3,507,56.8,49.78,1.09,2.091,-2.522,-43.33,1.9196,453,50.6,-116.66,0.81,2.153,-2.721,-142.11,-0.9924,229,57.2,21.33,1.1,1.817,-2.212,-31.48,1.1342,2.0614,-45.55
9,34,7,3.0,14,20,1.2,5,5,461,56.0,21.56,1.04,2.043,-2.49,-46.97,0.7307,409,51.8,-98.57,0.81,2.04,-2.696,-122.43,-0.9874,204,58.3,30.28,1.16,1.818,-2.189,-23.11,2.3123,2.0556,-46.72999999999999
9,34,14,2.0,14,20,1.5,5,5,428,54.2,-14.19,0.97,2.047,-2.496,-60.33,-0.3465,393,54.7,-39.33,0.92,2.047,-2.693,-111.38,-0.497,183,57.9,30.62,1.18,1.908,-2.229,-18.66,2.8988,2.0553,-22.899999999999995
9,21,7,3.0,10,20,1.2,5,3,514,57.0,48.29,1.09,2.065,-2.519,-40.5,1.9852,451,50.1,-124.71,0.8,2.16,-2.724,-145.66,-1.0168,231,57.6,19.34,1.09,1.771,-2.206,-29.72,1.0809,2.0493,-57.079999999999984
9,21,10,2.0,14,20,1.2,5,5,484,54.8,-0.93,1.0,2.055,-2.491,-47.83,-0.0296,426,54.7,-54.01,0.9,2.011,-2.707,-109.55,-0.6776,205,58.0,31.55,1.17,1.861,-2.209,-20.22,2.7403,2.0331,-23.389999999999997
13,21,10,3.0,10,20,1.2,6,3,100,57.0,13.59,1.13,2.141,-2.522,-15.87,1.424,73,58.9,14.97,1.18,2.231,-2.699,-23.41,1.1547,34,47.1,-11.47,0.7,1.7,-2.148,-20.71,-0.5465,2.0322,17.090000000000003
9,21,14,2.0,10,20,1.5,6,5,86,59.3,18.2,1.21,2.071,-2.497,-17.28,1.9162,59,55.9,7.67,1.11,2.335,-2.669,-21.64,0.5864,28,50.0,-7.3,0.76,1.66,-2.181,-16.53,-0.475,2.0276,18.569999999999997
9,21,7,3.0,14,14,1.5,4,5,613,57.9,59.87,1.09,2.005,-2.527,-51.83,1.9538,621,53.0,-147.91,0.82,1.983,-2.74,-169.42,-1.0823,282,57.8,25.84,1.1,1.802,-2.251,-38.31,1.1375,2.009,-62.19999999999999
9,34,7,3.0,10,14,1.5,6,3,78,60.3,25.8,1.33,2.207,-2.514,-18.75,2.7862,63,52.4,-5.34,0.93,2.243,-2.646,-29.14,-0.2519,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,2.0048,10.14
9,21,10,3.0,10,14,1.5,4,5,625,58.1,52.11,1.08,1.975,-2.537,-51.11,1.705,622,52.6,-150.9,0.81,2.019,-2.75,-188.73,-0.9877,288,58.0,24.49,1.09,1.775,-2.247,-32.26,1.2678,1.9851,-74.30000000000001
13,34,7,3.0,10,14,1.2,4,5,624,56.7,26.12,1.04,2.0,-2.525,-99.58,0.4227,630,50.2,-209.06,0.76,2.048,-2.727,-234.84,-1.0061,287,59.6,37.29,1.14,1.733,-2.234,-25.62,2.5579,1.9745000000000001,-145.65
9,21,14,3.0,14,14,1.2,5,3,520,57.1,55.12,1.1,2.068,-2.507,-40.99,2.2663,468,49.4,-147.23,0.77,2.143,-2.71,-170.86,-0.9862,232,56.5,13.29,1.06,1.818,-2.227,-31.04,0.6874,1.9675000000000002,-78.82
9,34,7,3.0,10,14,1.5,6,5,77,59.7,24.63,1.32,2.23,-2.514,-18.75,2.6215,62,53.2,-2.35,0.97,2.243,-2.634,-26.16,-0.1288,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.9632,11.959999999999997
13,34,14,3.0,10,14,1.5,6,5,78,59.0,23.12,1.29,2.251,-2.513,-24.81,1.8341,59,55.9,8.29,1.12,2.335,-2.645,-21.3,0.6499,32,46.9,-10.32,0.72,1.754,-2.155,-19.56,-0.5295,1.9545,21.09
